id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag
154,1941.7491668525715,740.6828966556643,0.42239253077678385,-0.01026605989970956,-0.7827709215755867,25,135.64558921675572,1752.6886370814245,-8.109261927701958,-0.12461851982261196
155,2418.353840934126,740.7991843735098,0.24027170778142462,-0.0824122272526692,-0.9585830287336969,25,127.44206090506229,2062.0981093389196,-8.285773310141419,-0.1709284405866618
156,2603.7409470220045,744.8621519924023,0.24881328941048572,-0.020592038364167932,-0.9977981651755946,25,130.29132870578906,2245.3833516808177,-8.37822624564979,-0.05858526278723075
157,658.1070300528943,747.8248856922901,0.3734919461450145,-0.7972155533245778,-0.054515453774007336,25,151.76947089587856,2291.9420888651307,-8.400509099987886,-0.16492978814576162
158,1775.9087808937445,753.1408089119958,0.4340772039323399,0.3094669230898872,0.5112637305973334,25,83.79540778164636,617.1643580245648,-6.976002092731601,-0.08528334569244259
159,464.14081709090135,756.8831880841295,0.3818922973161208,-0.38854715521403493,-0.1913985769066884,25,139.42039014996524,2062.247861672656,-8.28585215489969,-0.05671977102482842
160,1988.0852377533322,758.9152391390534,0.3154171669032381,-0.1016209293830602,-0.8392149316697564,25,138.52772326077775,2246.1277498927393,-8.378586133481997,-0.034977176828234785
161,2273.852828921283,760.317907760456,0.33298554014143084,0.6633567132110292,-0.3174638759944269,25,151.41775508231015,2389.77027184882,-8.445890385776556,-0.16877371157837162
162,2132.233774146692,761.1558614565392,0.32015886003522276,-0.02580220558474729,-0.533194160280694,25,105.777050503943,1400.932005346696,-7.866042642962236,-0.024852493942362316
163,3384.7574520326025,766.431501370792,0.4665619020744873,0.6425152225005094,-0.0902436920607031,25,51.98960151743689,-228.16432351580937,nan,-0.015946379151243428
164,294.9516685328816,765.9685595817177,0.3794512165419185,0.04017261682870807,0.2305567826630479,25,160.8461162372341,2592.964970759159,-8.53449162444482,-0.1464564592228135
165,1208.1794034999684,770.0062833528649,0.45211993960706615,-0.741488993311996,-0.6273641962539869,25,158.42328030868572,2196.541533418416,-8.354348548896244,-0.1493841913965124
166,2577.682475948655,774.2203325268645,0.3018693254793267,0.18272086162427564,-0.9156702270733208,25,145.8736040903176,2553.5388836982415,-8.517856188518852,-0.07614897464574914
167,3297.4356506408703,775.3073401671868,0.42965821882570043,-0.3069938449557801,-0.02664436393254648,25,62.35154366207402,56.070804730252064,-4.371841972884008,-0.03463595293849163
168,1415.5918702311124,776.0859334859854,0.36668981665980915,-0.4590711181089727,-0.2460904410049411,25,149.84146960311054,2439.887383501132,-8.468424453292787,-0.08744720800428199
169,1421.203856536303,776.2233050009548,0.3931335710193054,-0.00199708835991867,-0.3098098374852553,25,148.18885578464463,2297.8737113639722,-8.403315391641243,-0.13388030342890106
170,340.932985364051,782.3376175957782,0.32662340489875746,0.23770136833619962,0.04724325734937168,25,160.79831684778088,2813.35840859967,-8.623062656898812,-0.013790486516796444
171,1161.1371291173473,794.9625315594072,0.4539617528557109,-0.24398334762805432,-0.8725695771259633,25,134.83648928732,1448.3956025182774,-7.902217993957875,-0.21534137644743173
172,714.7830297700765,798.7086800921328,0.29686659947995936,-0.6663184999379136,-0.40318786030528675,25,130.16486323033766,2090.210717570238,-8.3004751756425,-0.020859399434996814
173,1894.0518692948865,801.53473465906,0.2784200279063874,-0.052078091403673615,0.19516763615252816,25,142.92960574435477,2444.7171977858557,-8.470571569135183,-0.14983087827402958
174,1900.1574160363207,802.2460855958675,0.3007048968463593,0.17098563195831104,-0.727534705136386,25,150.41827415630524,2674.946112697218,-8.56828759374922,-0.07668516286226819
175,1026.1712115422788,803.9598447923304,0.35287944541142774,-0.19549346436037782,-0.1011393441839466,25,152.60500808663346,2620.575063324654,-8.545991510192692,-0.0019165436458140055
176,1030.391650902114,804.1002718407121,0.3768705872578192,-0.2758984553356991,-0.5015789092867032,25,160.5359581422367,2624.8707379951525,-8.547769803490503,-0.06564354688997343
177,591.5901144852594,806.6901718577373,0.3708393454980091,-0.2980872202307569,-0.7987551488215268,25,154.98073881879392,2370.3478163522254,-8.437030193758732,-0.18656905929032402
178,1811.846688335668,805.7622783481462,0.34209044889064744,0.22493624597713918,-0.9520433957489841,25,153.7907399944248,2509.757378302424,-8.499079349163374,-0.04303331036918791
179,1779.4327299898112,808.9885768913299,0.348425704571993,0.38607281742923644,-0.432491591520674,25,141.49223272468808,2171.0565596685938,-8.341677844255585,-0.09989532297462676
180,1781.891705050955,809.585671859925,0.32291287383338835,-0.07278828858715457,-0.6569987515853329,25,139.25695498540725,2254.104567400817,-8.382435147500368,-0.051254949153609446
181,2166.742317539952,811.137647294087,0.45048917597821747,-0.06274896131993916,-0.7471950989715771,25,97.59738027298886,779.3948340447376,-7.229393807230018,-0.07129600500398876
182,1771.1672992241556,820.6007901637777,0.5510033562990652,-0.5957488709639199,-0.6596353518782773,25,109.67875868562017,851.4740799196276,-7.32542857989742,-0.011119977892535424
183,3665.767473935655,822.1804765583311,0.39076227179900125,0.23845654417911152,-0.974979772597876,25,153.91937009550608,2152.9543938028833,-8.332587075569485,-0.2426241197470821
184,2877.459588137517,839.2996675320259,0.5908678692906987,0.2091919921120814,0.29147213105364755,25,72.6128097846386,-135.81302867871466,nan,-0.019567318615606195
185,2164.4925928057155,839.4659881884365,0.4018726571119409,0.5130935744669133,-0.5791656101497225,25,146.081685653649,2003.8118801990802,-8.25464236780543,-0.210296732967564
186,2933.0088897751557,849.7032069885219,0.28739279070837037,0.6941253798640802,-0.10206518354210171,25,148.57874220490496,2640.9367453511672,-8.554394998214272,-0.046795191094298
187,2106.3696937218047,859.3938055076403,0.3888655828893976,0.146727353342234,-0.9278936509025223,25,136.9403876679624,1924.0430625691506,-8.210536969705203,-0.10342744031991857
